id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
card_flesh_shaper_the_self_shaper_cast_off_skin	Cast Off Skin	Shuck your current body like old clothes. Remove all debuffs and one wound on yourself; the discarded husk remains as difficult terrain in your space for 1 round.	subclass_the_self_shaper	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_self_shaper_chitin_heart	Chitin Heart	Harden your core into plated shell. Gain Guard 6 + SIGNAL and resistance to Bleed until start of your next turn; while active, you cannot be healed by others.	subclass_the_self_shaper	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_crimson_architecture	Crimson Architecture	Reshape the battlefield through open wounds. Every bleeding creature within 30 feet: allies clear all Bleed and gain 10 + SIGNAL HP; enemies take 10 + SIGNAL damage and add Bleed 3.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_vow_of_shared_scars	Vow of Shared Scars	Cut your palm and press it to an ally's. For 3 rounds, half of any damage they take is dealt to you instead, and any HP either of you restores is split evenly between you both.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_mender_last_thread	Last Thread	A fallen ally within 60 feet who died this scene sits up, whole. They return at half HP with Regen 5, but they owe a scar to you that the GM may call on once later.	subclass_power_the_mender	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_mender_garden_of_hands	Garden of Hands	Grow a ring of ghost-hands around you, each one a mender. For 3 rounds, each ally within 20 feet automatically gains 4 + SIGNAL HP and clears 1 Bleed at the start of their turn.	subclass_power_the_mender	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_corruptor_unmake_the_weave	Unmake the Weave	Organic enemy within 30 feet unravels. Deal 20 + IRON damage; apply Bleed 5, Expose 5, and Stagger; on kill, the corpse detonates for half that damage in a 10-foot radius.	subclass_power_the_corruptor	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_corruptor_plague_sculptor	Plague Sculptor	Carve a disease into being and hand it to your enemies. Choose 3 enemies within 40 feet: each gains Bleed 2 and a custom debuff you name (GM approves); every time one of them acts, the debuff spreads to an adjacent enemy. Lasts 3 rounds.	subclass_power_the_corruptor	1	1		"{""apCost"":""5"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_self_shaper_apex_form	Apex Form	Become the shape the fight demands. For 3 rounds, choose one each round: +IRON damage and reach (predator), +SIGNAL and flight (hawk), Guard 10 and Regen 4 (tortoise). Cannot be healed by others while transformed.	subclass_power_the_self_shaper	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_self_shaper_swarm_of_selves	Swarm of Selves	Split your body into three lesser copies. Each acts on your turn with 1 AP, shares your HP pool, and can be anywhere within 40 feet. Lasts until one dies or you spend 1 AP to recombine.	subclass_power_the_self_shaper	1	1		"{""apCost"":""5"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_listen_to_the_anvil	Listen to the Anvil	Passive: once per encounter, the first time an ally's weapon or augment would break, the Forge Tender hears it cry and the break is held off one round.	passive	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_bellows_breath	Bellows Breath	Draw a slow breath and exhale onto an ally's gear; their next SIGNAL or RESONANCE check this round burns cleaner and hotter.	level_up	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_name_the_metal	Name the Metal	Whisper the true name of a foe's weapon or armor (within 30 feet); for the next 3 rounds, your attacks against that target deal an extra 1d6 and the target has disadvantage on attacks made with the named weapon.	level_up	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_resonance_keeper_heat_without_fire	Heat Without Fire	Place a hand on a blade and pour RESONANCE into it; the metal glows without flame and the next ally attack with it lands as searing.	subclass_resonance_keeper	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_resonance_keeper_tuning_strike	Tuning Strike	Tap a foe's armor at its resonant note; the plate rings like a struck bell and nearby allies hear where it is weakest.	subclass_resonance_keeper	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_resonance_keeper_living_forge	The Living Forge	Plant your forge-stake on the ground; while it stands, allies within reach repair passively at the start of each round.	subclass_resonance_keeper	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_resonance_keeper_temper_the_hand	Temper the Hand	Run your palm along an ally's weapon; it sheds fatigue and sings. Their next attack this round cannot be parried or shielded, and adds 1d6 + RESONANCE damage on hit.	subclass_resonance_keeper	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_black_smith_hungry_edge	Hungry Edge	Feed a drop of your own blood to an ally's blade; it hungers for one round and each hit it lands draws a little back for you.	subclass_black_smith	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_black_smith_rust_touch	Rust Touch	Lay a finger on a foe's weapon within 5 feet; it browns and flakes. Their next attack this round deals minimum damage and on a roll of 1 the weapon is destroyed.	subclass_black_smith	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_black_smith_work_the_wrong_metal	Work the Wrong Metal	Forge a shard from something that should not be worked — bone, void-iron, a memory. Hand it to an ally as a one-use cursed weapon that hits harder but frays its wielder.	subclass_black_smith	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_black_smith_nails_for_the_dead	Nails for the Dead	Drive a black nail into the ground at a fallen creature; if it tries to rise, stand, or reanimate before the round ends, it is pinned in place.	subclass_black_smith	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_echomind_anchor_imprint_the_grip	Imprint the Grip	Press an ally's palm to a fresh-forged hilt; the weapon learns their hand, and for the rest of the scene cannot be disarmed from them.	subclass_echomind_anchor	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_echomind_anchor_call_it_home	Call It Home	Speak the maker's name over an ally's dropped or thrown weapon; it returns to their hand as if remembering the way.	subclass_echomind_anchor	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_echomind_anchor_twin_blades	Twin Blades	Bind two ally weapons until the end of your next turn; when the first ally hits with an attack, the second ally makes a free weapon attack against a target within 10 feet for 1d6 + their stat.	subclass_echomind_anchor	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_echomind_anchor_the_weapon_remembers	The Weapon Remembers	Touch a foe's weapon and show it a truer maker; for one round it refuses to harm its wielder's allies and flinches from its own wielder.	subclass_echomind_anchor	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_seventh_vein	The Seventh Vein	Open the seventh ore-vein inside yourself; for one round your touch mends armor, sharpens edges, and closes wounds as a single gesture across all adjacent allies.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_quench	Quench	Plunge a burning weapon into cold resonance; a chosen ally's next attack this round ignores resistance and AC bonuses from armor, then their weapon is Silenced (no specials) until next long rest. Once per short rest.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_unmake	Unmake	Lay both hands on a crafted object — weapon, door, chain, idol — and unmake it back to ore. Works on anything forged, no matter how sacred or cursed, once per rest.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_resonance_keeper_chorus_of_anvils	Chorus of Anvils	Strike the ground and wake every piece of forged metal in the field; until the start of your next turn, each ally's first weapon hit deals an extra 2d6 + RESONANCE resonant damage. Once per long rest.	subclass_power_resonance_keeper	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_resonance_keeper_forge_heart	Forge-Heart	Set your own heartbeat as the rhythm of the forge; while it beats, one chosen ally weapon cannot cool, cannot dull, and cannot be dropped.	subclass_power_resonance_keeper	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_black_smith_cursed_panoply	Cursed Panoply	Pull a suit of armor out of the earth where no armor was buried; any ally who dons it gains frightful defense for the scene but leaves a piece of themselves behind when they take it off.	subclass_power_black_smith	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_black_smith_oath_breaker_nail	Oath-Breaker Nail	Drive the black nail through a foe's weapon into the ground; the weapon is pinned, the wielder cannot pick it up, and any oath or binding the weapon carried is broken.	subclass_power_black_smith	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_echomind_anchor_ghost_in_the_grip	Ghost in the Grip	Call the imprinted mind of a dead maker into an ally's weapon; for one round the weapon fights alongside the wielder as a second set of hands.	subclass_power_echomind_anchor	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_echomind_anchor_unbind_the_maker	Unbind the Maker	Sever a foe's bond to their signature weapon or augment; for the rest of the scene the gear treats them as a stranger, failing, jamming, or refusing them outright.	subclass_power_echomind_anchor	1	1		"{""apCost"":""5"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_seam_opener	Seam Opener	Split the air along a hairline crack. Your next melee attack this turn ignores cover, concealment, and shields, and on hit applies 1 Fracture stack.	combat_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_half_step_between	Half-Step Between	Slide one foot into the Between. The next attack that targets you this round is made with disadvantage; if it misses, you teleport 10 feet as a reaction.	reaction_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_hairline_ward	Hairline Ward	Draw a fault-line across your stance. Until your next turn, the first melee hit against you shatters harmlessly and grants you a Phantom Charge.	defense_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_widen_the_crack	Widen the Crack	Grip a target's Fracture stacks and pull. Transfer one Fracture stack from this target to an adjacent enemy, then add one stack to both.	control_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_echo_step	Echo Step	An afterimage peels away and walks where you intended to. Move your speed; the echo remains for one round and enemies may target it instead of you.	mobility_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_listen_to_the_split	Listen to the Split	Press your ear to the broken air. Reveal all Fracture stacks, resonance auras, and hidden enemies within medium range until end of turn.	utility_card	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_levelup_stand_in_the_seam	Stand in the Seam	Level-Up: You no longer close the crack behind you. Gain a permanent Phantom Charge cap increase and begin each combat with one charge.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""passive""}"
card_fracture_knight_levelup_fracture_literacy	Fracture Literacy	Level-Up: You have learned to read the grain of a break. When you apply Fracture, you may choose which resonance vein it settles into, gaining a minor rider of your choice.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""passive""}"
card_fracture_knight_the_claimed_scarline_parry	Scarline Parry	The fracture running through your arm catches the blow first. Reaction when hit in melee: reduce damage by 1d8 + IRON and deal 1d6 resonant damage back to the attacker.	subclass_the_claimed	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_the_claimed_wear_the_break	Wear the Break	Pull a Fracture stack off an enemy and graft it onto yourself. Gain temporary armor and a FRAME bonus until end of next turn.	subclass_the_claimed	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_the_claimed_reclaimed_edge	Reclaimed Edge	Your blade hums with a fracture that used to be a wound. Your next attack this turn gains +1 die and applies Fracture on hit.	subclass_the_claimed	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_the_claimed_debt_collected	Debt Collected	Every scar remembers. When you reduce an enemy bearing Fracture to 0 HP, heal 1d4 per Fracture stack they carried and gain 1 Phantom Charge. Passive.	subclass_the_claimed	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""passive""}"
card_fracture_knight_haunted_legion_fallen_honor_guard	Fallen Honor Guard	Summon two phantom knights flanking an enemy within 30 feet. They impose disadvantage on the target's next attack; the first attack the target takes while flanked deals an extra 1d8 resonant. They fade at end of round.	subclass_haunted_legion	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_haunted_legion_whisper_of_the_dead	Whisper of the Dead	A slain knight murmurs the next stroke to you. Gain advantage on your next RESONANCE check or attack; if you miss, the whisper keeps for one round.	subclass_haunted_legion	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_haunted_legion_phalanx_echo	Phalanx Echo	The old line forms around you. Until your next turn, adjacent allies gain cover from phantom shields and you may redirect one hit aimed at them.	subclass_haunted_legion	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_haunted_legion_name_the_dead	Name the Dead	Speak a fallen knight's name aloud. Until the start of your next turn, choose one: +2 AC (guard), +1d6 damage on your next hit (strike), or advantage on your next save (vigil).	subclass_haunted_legion	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_the_anchor_drive_the_spike	Drive the Spike	Slam your blade into the ground. Create a 10-foot-radius Fracture zone at your space lasting 3 rounds; enemies that enter or start their turn in it take 1d6 resonant damage and gain 1 Fracture stack.	subclass_the_anchor	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_the_anchor_hold_the_line	Hold the Line	You refuse to move while the crack is open. Until start of your next turn, you cannot be forced-moved and adjacent enemies suffer -1 to attacks.	subclass_the_anchor	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_the_anchor_tether_the_break	Tether the Break	Chain an enemy to a Fracture zone you created. They cannot leave the zone until they spend an action and succeed on a STR save to tear free, taking 2d6 resonant damage if they do.	subclass_the_anchor	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_the_anchor_unyielding_seam	Unyielding Seam	Passive: while you stand in a Fracture zone you created, you gain bonus armor and regenerate one Phantom Charge at the start of each of your turns.	subclass_the_anchor	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""passive""}"
card_fracture_knight_rend_the_veil	Rend the Veil	Power: tear a visible 30-foot rift between here and the Between. For 3 rounds, any enemy crossing the line takes 3d6 + RESONANCE resonant damage and gains 2 Fracture stacks. Once per long rest.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_gallop_of_ghosts	Gallop of Ghosts	Power: a charge of ghost cavalry thunders through a 60-foot line. Every enemy in the line takes 4d6 + IRON resonant damage (STR save half) and is knocked prone on a failed save; allies in the line gain 1 Phantom Charge. Once per long rest.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_the_claimed_crowned_by_scars	Crowned by Scars	Subclass Power: break every scar at once. For 3 rounds, any damage you take is reduced by your IRON modifier; the attacker gains 1 Fracture stack and you gain 1 Phantom Charge (max 1 per round). Once per long rest.	subclass_power_the_claimed	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_the_claimed_the_wound_that_wields	The Wound That Wields	Subclass Power: pull every Fracture stack in sight into your blade. Your next attack this turn strikes each Fracture-marked target for 1d8 + IRON per stack consumed (stacks removed). Once per long rest.	subclass_power_the_claimed	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_haunted_legion_the_last_charge	The Last Charge	Subclass Power: call the entire fallen legion for one ride. A phalanx of phantom knights charges a wide line; all enemies struck are knocked back and Shaken for two rounds.	subclass_power_haunted_legion	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_haunted_legion_roll_call	Roll Call	Subclass Power: name seven fallen knights. For each name, choose an effect from the legion list to resolve in turn order this round. Once spoken, a name cannot be called again for the mission.	subclass_power_haunted_legion	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_the_anchor_worldspike	Worldspike	Subclass Power: drive your blade into the Between itself and refuse to let it close. Create a massive Fracture zone lasting five rounds; you cannot leave it, and any enemy inside is slowed and bleeds Fracture.	subclass_power_the_anchor	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_fracture_knight_the_anchor_pillar_of_the_break	Pillar of the Break	Subclass Power: become the hinge of a wound that will not close. You cannot be moved for 3 rounds and every enemy that attacks you gains 1 Fracture stack; at the end, each Fracture-marked enemy takes 1d8 + IRON resonant damage per stack (stacks removed). Once per long rest.	subclass_power_the_anchor	1	1		"{""apCost"":""5"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_hold_the_line	Hold the Line	Plant your banner and call the formation; until your next turn, allies within Command Zone cannot be pushed, pulled, or frightened.	defense_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_parley	Parley	Raise an open hand and speak the old battlefield word; one enemy who can hear and understand you must choose to disengage or accept your VEIL check before attacking.	reaction_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_advance	Advance	Signal forward with voice and hand; one willing ally within 30 feet may move up to their speed as a reaction, ignoring opportunity attacks.	mobility_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_the_heralds_word	The Herald's Word	Your voice carries the authority of the banner; when an ally within earshot fails a RESONANCE or morale check, you may spend this card to let them reroll.	reaction_card	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_banner_raised	Banner Raised	Plant your standard; while it stands, your Command Zone's radius increases and allies inside cannot be flanked.	level_up	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_speak_plainly	Speak Plainly	You have learned the cadence that cuts through fear; once per combat, end one charmed, frightened, or compelled effect on yourself or an ally within earshot.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_warbanner_no_step_back	No Step Back	Shout the oldest oath of the banner; until the start of your next turn, allies within 30 feet reduce incoming damage by your IRON modifier while you can see them and remain standing.	subclass_warbanner	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_warbanner_rally_strike	Rally Strike	Strike for 1d8 + IRON damage and call a charge; on hit, each ally within 30 feet may shift 5 feet toward an enemy as a reaction.	subclass_warbanner	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_warbanner_standard_bearer	Standard Bearer	So long as you hold the banner aloft, allies in sight of it add your VEIL bonus to their saves against fear and despair.	subclass_warbanner	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_warbanner_iron_hymn	Iron Hymn	Begin the marching hymn (sustained until end of combat or you stop singing). Each round, allies within 30 feet gain +1 to attack rolls and advantage on fear saves; enemies in range have disadvantage on morale checks.	subclass_warbanner	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_neutral_tongue_cease_fire	Cease Fire	Raise the neutral sign; choose two enemies within 30 feet, they cannot attack each other or you until one of them is attacked again, or for 2 rounds. WIS save negates.	subclass_neutral_tongue	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_neutral_tongue_name_the_grievance	Name the Grievance	Speak aloud what the enemy truly wants; one humanoid enemy in earshot must make a RESONANCE check or lose their next attack action to argue with you.	subclass_neutral_tongue	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_neutral_tongue_white_flag	White Flag	Walk the line between the armies; until the start of your next turn, enemies who have not already struck you this combat cannot target you with attacks. WIS save allows them to ignore.	subclass_neutral_tongue	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_neutral_tongue_terms_of_surrender	Terms of Surrender	Offer quarter to a wounded foe within 30 feet. If a humanoid enemy is below half HP, they make a CHA save or surrender/flee; on a successful save they fight on at disadvantage for their next attack.	subclass_neutral_tongue	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_the_signal_relay_order	Relay Order	Flick a battlefield sign; one ally in Command Zone may immediately play a card from their hand at cost, using your initiative slot.	subclass_the_signal	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_the_signal_read_the_field	Read the Field	You see the engagement one beat ahead; until the start of your next turn, the first attack each ally makes against your Priority Mark has advantage and deals +1d6 damage on hit.	subclass_the_signal	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_the_signal_flare	Flare	Fire the coded flare; every ally within 60 feet learns the positions and HP of every enemy you can see until the end of the round, and gains +1 to attack rolls against them.	subclass_the_signal	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_the_signal_reposition	Reposition	Call the rotation; two allies within 30 feet swap places and each may make a free weapon attack (1d6 + stat) against an enemy adjacent to their former position.	subclass_the_signal	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_the_long_address	The Long Address	Step onto high ground and speak as heralds spoke before the wars; until the start of your next turn, allies in earshot ignore fear and exhaustion and their next attack gains your VEIL bonus.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_oath_of_the_crossed_hands	Oath of the Crossed Hands	Invoke the oldest herald's oath; for 1 round, no creature within 30 feet may make the first attack without first failing a WIS save. Any who break the oath take 3d6 resonant damage. Once per long rest.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_warbanner_unbroken_line	Unbroken Line	While you stand and the banner flies, allies within 30 feet who would drop to 0 HP instead remain at 1 HP (once per ally per combat). Lasts until the end of the round. Once per long rest.	subclass_power_warbanner	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_warbanner_charge_of_the_third_cohort	Charge of the Third Cohort	Call the name of a cohort long dead; up to 4 allies within 30 feet each move up to their speed toward an enemy and make one free weapon attack (+2 to hit). Once per long rest.	subclass_power_warbanner	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
